dialogue_id,utterance,domain,active_intent,slots,requested_slots
MUL0396.json,I would like recommendations for italian restaurants.,restaurant,find_restaurant,{'restaurant-food': ['italian']},[]
SNG01769.json,I would like to eat at an expensive european food restaurant,restaurant,find_restaurant,"{'restaurant-food': ['european'], 'restaurant-pricerange': ['expensive']}",[]
PMUL2865.json,I'm interested in any info about places to go in the west side of Cambridge,attraction,find_attraction,{'attraction-area': ['west']},[]
MUL0733.json,"Yes, I was wondering if you could help me find a guesthouse in Cambridge.",restaurant,NONE,{},[]
MUL1965.json,"Yes, I'll be departing from peterborough and it needs to arrive by 20:45.",restaurant,NONE,{},[]
MUL1541.json,I would like to depart from cambridge.,restaurant,NONE,{},[]
PMUL1155.json,I want to go to a particular attraction called great saint mary's church.,attraction,find_attraction,"{'attraction-name': [""great saint mary's church"", 'great saint marys church']}",[]
MUL1194.json,"Hi, I'm looking for a nightclub located in the east.",attraction,find_attraction,"{'attraction-area': ['east'], 'attraction-type': ['nightclub']}",[]
PMUL3389.json,I need a place to stay that has 4 stars and includes free parking.,restaurant,NONE,{},[]
SNG0798.json,Could you help me find the Cambridge Belfry?,restaurant,NONE,{},[]
SNG0328.json,I am heading to Cambridge for an important visit. Can you get me there by 11:00?,restaurant,NONE,{},[]
PMUL3808.json,I am looking for places to go when I get to town. Are there any good museums?,attraction,find_attraction,{'attraction-type': ['museum']},[]
PMUL1534.json,I'm looking for a hotel in the north to stay in. Can you help me?,restaurant,NONE,{},[]
PMUL2858.json,Do you have directions to a guesthouse I can rent in the west of Cambridge?,restaurant,NONE,{},[]
SNG0202.json,"I am looking for the Addenbrookes Hospital, can you please give me their phone number?",restaurant,NONE,{},[]
PMUL4938.json,My meeting is on Wednesday.,restaurant,NONE,{},[]
MUL0948.json,"I am looking for a restaurant called Saint Johns Chop House, can you help me find it?",restaurant,find_restaurant,{'restaurant-name': ['saint johns chop house']},[]
MUL2183.json,I'm looking for a moderate priced place to stay in the north part of town.,restaurant,NONE,{},[]
MUL2434.json,I am looking for a entertainment in the south area.,attraction,find_attraction,"{'attraction-area': ['south'], 'attraction-type': ['entertainment']}",[]
WOZ20263.json,"Hello, I am looking for a restaurant in any area that serves danish food.",restaurant,find_restaurant,"{'restaurant-area': ['dontcare'], 'restaurant-food': ['danish']}",[]
PMUL4042.json,saturday and I want to leave sometime after 13:30 leaving kings lynn and going to cambridge,restaurant,find_restaurant,{},[]
MUL1232.json,"Hi, I'm looking for a steakhouse, please.",restaurant,find_restaurant,{'restaurant-food': ['steakhouse']},[]
PMUL0603.json,I am looking for a restaurant to book a reservation. I want asian oriental in the expensive price range,restaurant,find_restaurant,"{'restaurant-food': ['asian oriental'], 'restaurant-pricerange': ['expensive']}",[]
SNG01392.json,I need to leave after 5:00.,restaurant,NONE,{},[]
PMUL4249.json,Can you find a restaurant called Panahar?,restaurant,find_restaurant,{'restaurant-name': ['panahar']},[]
PMUL3137.json,I would like to leave after 16:15 on tuesday.,restaurant,NONE,{},[]
WOZ20548.json,I want to find a moderately priced restaurant serving european food.,restaurant,find_restaurant,"{'restaurant-food': ['european'], 'restaurant-pricerange': ['moderate']}",[]
WOZ20032.json,I am looking for a moderately priced restaurant in the west part of town.,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-pricerange': ['moderate']}",[]
PMUL2927.json,I am looking for a park to go to.,attraction,find_attraction,{'attraction-type': ['park']},[]
PMUL0208.json,I am looking for fitzbillies in Cambridge.,restaurant,find_restaurant,"{'restaurant-name': ['fitzbillies restaurant', 'fitzbillies']}",[]
SNG1234.json,"cambridge, any time after 15:45 on monday",restaurant,NONE,{},[]
PMUL1829.json,I'm departing from Cambridge and need to go to Leicester.,restaurant,NONE,{},[]
MUL1157.json,Could you help me find a place to stay? I am looking for a hotel in the east part of town and it needs free wifi.,restaurant,NONE,{},[]
WOZ20187.json,I am looking for a restaurant that serves international food!,restaurant,find_restaurant,{'restaurant-food': ['international']},[]
PMUL1448.json,I'm looking for an attraction to go in the centre. Can you help?,attraction,find_attraction,{'attraction-area': ['centre']},[]
SNG0995.json,I need to find a 4 star hotel that also has free parking.,restaurant,NONE,{},[]
SNG1009.json,I'm looking for a 4-star place that's moderately priced.,restaurant,NONE,{},[]
SNG0460.json,Hi! Do you have any Indian food on the east side?,restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-food': ['indian']}",[]
WOZ20197.json,"Hello, I am looking for a restaurant that serves Moroccan food.",restaurant,find_restaurant,{'restaurant-food': ['moroccan']},[]
PMUL0637.json,"Hi, I am traveling to Cambridge and am interested in local restaurants.",restaurant,find_restaurant,{},[]
PMUL0677.json,I'm leaving from kings lynn on sunday after 14:30 and arrive at cambridge.,restaurant,find_restaurant,{},[]
MUL0632.json,I want to leave from london liverpool street on tuesday.,restaurant,NONE,{},[]
SNG0657.json,I want to eat fine british food.,restaurant,find_restaurant,{'restaurant-food': ['british']},[]
PMUL2753.json,"Hi I'm looking for some interesting attractions, especially museums on the west side",attraction,find_attraction,"{'attraction-area': ['west'], 'attraction-type': ['museum']}",[]
MUL2512.json,"I've heard about a hotel called Kirkwood House, but the only thing I know about it is the name. Can you tell me more?",restaurant,NONE,{},[]
SNG0984.json,"Hello, I am looking for a four star hotel on the north side",restaurant,NONE,{},[]
MUL2477.json,"Hi, I am looking forward to trying some local restaurants when I visit Cambridge next month. Are there any good ones?",restaurant,find_restaurant,{},[]
SNG01887.json,Can you help me find some cheap Italian food?,restaurant,find_restaurant,"{'restaurant-food': ['italian'], 'restaurant-pricerange': ['cheap']}",[]
PMUL2720.json,"Hi, I am planning a trip and need some information on a particular hotel.",restaurant,NONE,{},[]
PMUL1144.json,I want to leave after 21:00 on sunday.,restaurant,NONE,{},[]
PMUL0645.json,I looking for a restaurant in centre.,restaurant,find_restaurant,{'restaurant-area': ['centre']},[]
SNG01244.json,I am looking for the Addenbrookes Hospital,restaurant,NONE,{},[]
MUL2577.json,I'm looking for a moderately priced hotel.,restaurant,NONE,{},[]
SNG01670.json,i am looking for the Addenbrookes,restaurant,NONE,{},[]
PMUL3349.json,Please recommend some worthwhile places to visit in the centre.,attraction,find_attraction,{'attraction-area': ['centre']},[]
PMUL3488.json,i am looking for places to go in town. The attraction should be in the centre and should be in the type of theatre.,attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['theatre']}",[]
SNG0473.json,Looking for a restaurant in the east side that serves basque food.,restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-food': ['basque']}",[]
PMUL1756.json,I'm going to Peterborough and want to leave after 12:00.,restaurant,NONE,{},[]
PMUL3429.json,I will be going to Ely on Thursday.,restaurant,NONE,{},[]
PMUL2149.json,I'm looking for a restaurant serving sri lanken food in the south.,restaurant,find_restaurant,"{'restaurant-area': ['south'], 'restaurant-food': ['sri lanken', 'sri lankan']}",[]
PMUL1265.json,I would like to leave on thursday to cambridge.,restaurant,NONE,{},[]
MUL0981.json,I am looking for a moderate restaurant in the centre. Could you help me with this?,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-pricerange': ['moderate']}",[]
PMUL4527.json,I am leaving from Cambridge on Sunday.,restaurant,NONE,{},[]
MUL2354.json,"Hello, I'm looking for attractions in the west, can you help me out?",attraction,find_attraction,{'attraction-area': ['west']},[]
MUL0486.json,I'm looking for places in the centre of town to go to.,attraction,find_attraction,{'attraction-area': ['centre']},[]
PMUL3355.json,i'm looking for the cambridge arts theatre,attraction,find_attraction,{'attraction-name': ['cambridge arts theatre']},[]
WOZ20546.json,i want some mexican food.,restaurant,find_restaurant,{'restaurant-food': ['mexican']},[]
MUL2264.json,I am looking for a guesthouse to stay in when I visit next month.,restaurant,NONE,{},[]
MUL1201.json,I'm looking for a place to stay that's moderately priced and has a three-star rating.,restaurant,find_restaurant,{},[]
PMUL0414.json,Can you help me find a restaurant with a moderate price range that serves turkish food?,restaurant,find_restaurant,"{'restaurant-food': ['turkish'], 'restaurant-pricerange': ['moderate']}",[]
MUL0029.json,I'm looking for a particular restaurant called michaelhouse cafe.,restaurant,find_restaurant,{'restaurant-name': ['michaelhouse cafe']},[]
PMUL4596.json,I need to find a cheap restaurant on the North side,restaurant,find_restaurant,"{'restaurant-area': ['north'], 'restaurant-pricerange': ['cheap']}",[]
WOZ20376.json,I am looking for a cheap restaurant that serves Polish food.,restaurant,find_restaurant,"{'restaurant-food': ['polish'], 'restaurant-pricerange': ['cheap']}",[]
PMUL0565.json,I need a place to eat that serves sea food.,restaurant,find_restaurant,"{'restaurant-food': ['seafood', 'sea food']}",[]
PMUL1856.json,I would like to go on Monday in the morning.,restaurant,NONE,{},[]
PMUL0216.json,"I need a place to stay. Something moderately priced, with free wifi.",restaurant,find_restaurant,{},[]
PMUL2530.json,I'm looking for an entertainment attraction in the centre. Can you suggest something for me?,attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['entertainment']}",[]
PMUL4458.json,I am traveling to Cambridge and looking forward to try local restaurants.,restaurant,find_restaurant,{},[]
PMUL3676.json,i need a place to go which is the type of a college.,attraction,find_attraction,{'attraction-type': ['college']},[]
PMUL4474.json,I need to arrive in Cambridge by 16:00. What are my options?,restaurant,NONE,{},[]
PMUL0196.json,I am looking for a pricey place to stay. Please help me if you can.,restaurant,NONE,{},[]
PMUL1527.json,I'm looking for a place to stay in Cambridge. Where would you recommend?,restaurant,NONE,{},[]
SNG02117.json,"Well, I have been in an accident and need some help.",restaurant,NONE,{},[]
MUL1161.json,"Yes, I'm trying to plan a trip to Cambridge. Can you please tell me about things to do in town?",restaurant,NONE,{},[]
PMUL1553.json,I would like to find a moderately priced hotel to stay in that includes free parking. Can you help me?,restaurant,NONE,{},[]
PMUL3311.json,I want to find a cheap Italian restaurant. Can you help me out?,restaurant,find_restaurant,"{'restaurant-food': ['italian'], 'restaurant-pricerange': ['cheap']}",[]
SNG1184.json,I am looking for information on the leverton house hotel,restaurant,NONE,{},[]
SSNG0285.json,"Hi, I need a hotel with wifi, please.",restaurant,NONE,{},[]
SNG0739.json,Hi. Could you help me find an expensive restaurant that serves Catalan food?,restaurant,find_restaurant,"{'restaurant-food': ['catalan'], 'restaurant-pricerange': ['expensive']}",[]
WOZ20178.json,I'd like to dine at a restaurant in the west part of town. Can you help me find one?,restaurant,find_restaurant,{'restaurant-area': ['west']},[]
PMUL1378.json,Stansted Airport I need to be there by 13:15.,restaurant,NONE,{},[]
PMUL3400.json,I need a find restaurant in the moderate price range in the west part of the town,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-pricerange': ['moderate']}",[]
MUL1959.json,I will be departing from birmingham new street. I don't really care about what time it leaves but I have to get there by 21:30.,restaurant,NONE,{},[]
PMUL3906.json,I am looking for information in Cambridge.,restaurant,NONE,{},[]
SNG0163.json,"Hi, I need help finding Addenbrookes Hospital. Can you give me some information please?",restaurant,NONE,{},[]
MUL2019.json,I am looking for a hotel to stay at in Cambridge. Can you recommend a place on the east side?,restaurant,find_restaurant,{},[]
SNG01717.json,I need to travel on wednesday and get there by 17:15.,restaurant,NONE,{},[]
PMUL2180.json,"Hi, I am looking for information on places to go in town. Can you suggest some things?",restaurant,NONE,{},[]
PMUL3763.json,Can you help me find a british restaurant in the centre?,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['british']}",[]
MUL1147.json,"I would like to visit something like a museum, no specific part of town.",attraction,find_attraction,{'attraction-type': ['museum']},[]
MUL0043.json,I need to find a hotel in the center with free wifi included in their rates.,restaurant,NONE,{},[]
SNG0392.json,I am going to Cambridge.,restaurant,NONE,{},[]
SNG01510.json,I need to leave after 18:15.,restaurant,NONE,{},[]
SNG01180.json,I need to get to london liverpool street.,restaurant,NONE,{},[]
WOZ20542.json,I want a restaurant in the north part of town.,restaurant,find_restaurant,{'restaurant-area': ['north']},[]
SNG0358.json,I need to leave from Kings Cross on a Saturday please.,restaurant,NONE,{},[]
SSNG0239.json,I am looking for a guesthouse to stay in that offers free parking.,restaurant,NONE,{},[]
PMUL4216.json,I will be leaving after 20:45.,restaurant,NONE,{},[]
MUL1498.json,"I'm sorry, I would actually like a restaurant in the centre that serves Afghan food.",restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['afghan']}",[]
SSNG0366.json,Im looking for a hotel with free parking and wifi please.,restaurant,NONE,{},[]
PMUL3767.json,"Wednesday, please. Any time after 08:00.",restaurant,NONE,{},[]
MUL2244.json,I need a cheap four star room.,restaurant,NONE,{},[]
SSNG0182.json,"Hi, I'm looking for cheap places to eat in the city centre?",restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-pricerange': ['cheap']}",[]
SNG02253.json,What hospitals are located in town?,restaurant,NONE,{},[]
MUL0950.json,"Hi, I am interested in finding a place to dine on the west side of town.",restaurant,find_restaurant,{'restaurant-area': ['west']},[]
MUL0929.json,I am looking to book an expensive restaurant in the west part of town. What is available?,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-pricerange': ['expensive']}",[]
PMUL0544.json,I'm going to Ely from Cambridge on Sunday. Thank you.,restaurant,find_restaurant,{},[]
PMUL4266.json,I am planning a trip in Cambridge.,restaurant,NONE,{},[]
MUL1788.json,Going to london liverpool street from cambridge. I need to arrive by 17:45.,restaurant,NONE,{},[]
PMUL3950.json,I'd like some information on places to go in town. I'd like to go to a museum with free admission. Can you make a suggestion? Please provide phone number.,attraction,find_attraction,{'attraction-type': ['museum']},['attraction-phone']
PMUL0784.json,I'm looking for some romanian food around here.,restaurant,find_restaurant,{'restaurant-food': ['romanian']},[]
WOZ20523.json,I am looking for an expensive restaurant in the south part of town.,restaurant,find_restaurant,"{'restaurant-area': ['south'], 'restaurant-pricerange': ['expensive']}",[]
PMUL0730.json,I am looking for a restaurant that serves British food in the expensive price range.,restaurant,find_restaurant,"{'restaurant-food': ['british'], 'restaurant-pricerange': ['expensive']}",[]
PMUL4591.json,I prefer to leave on Saturday from Cambridge.,restaurant,NONE,{},[]
SNG01708.json,I'm going to cambridge book and print gallery.,restaurant,NONE,{},[]
SNG0165.json,Is there a hospital in Cambridge that has a plastic and vascular surgery department?,hospital,find_hospital,"{'hospital-department': ['plastic and vascular surgery', 'plastic and vascular surgery plastics']}",[]
MUL1087.json,Hi. I'm looking for something to do. Are there any entertainment attractions in the South part of town?,attraction,find_attraction,{'attraction-area': ['south']},[]
MUL1609.json,Norwich is my final destination.,restaurant,NONE,{},[]
SNG02231.json,Where is Addenbrookes Hospital located?,restaurant,NONE,{},[]
SNG01851.json,can i get a hospital nearby which has a haematology day unit department,hospital,find_hospital,{'hospital-department': ['haematology']},[]
PMUL2332.json,"My friends told me to look into a restaurant called The Gandhi, could you please give me some information on it?",restaurant,find_restaurant,{'restaurant-name': ['the gandhi']},[]
PMUL2584.json,I'm looking for the Huntingdon Marriott Hotel.,restaurant,NONE,{},[]
MUL1043.json,I'm looking for something to do tonight. Maybe the theatre?,attraction,find_attraction,{'attraction-type': ['theatre']},[]
WOZ20615.json,I want to find a moderately priced restaurant in the north part of town. What is the phone number?,restaurant,find_restaurant,"{'restaurant-area': ['north'], 'restaurant-pricerange': ['moderate']}",['restaurant-phone']
PMUL2446.json,"Hello, I'm looking for a restaurant in Cambridge that serves high Chinese food and is more expensive than it's competitors.",restaurant,find_restaurant,"{'restaurant-food': ['chinese'], 'restaurant-pricerange': ['expensive']}",[]
SNG0244.json,I am hurt and need to find the nearest hospital. Can you help me?,restaurant,NONE,{},[]
MUL2500.json,"Hi, I'd like to find a cheap italian restaurant, please.",restaurant,find_restaurant,"{'restaurant-food': ['italian'], 'restaurant-pricerange': ['cheap']}",[]
PMUL0214.json,I am looking a restaurant in the Centre Cambridge area that serve gastropub food.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['gastropub']}",[]
WOZ20029.json,I want the phone number to a moderately priced restaurant with Spanish food.,restaurant,find_restaurant,"{'restaurant-food': ['spanish'], 'restaurant-pricerange': ['moderate']}",['restaurant-phone']
SNG0261.json,"I need to go to leicester from cambridge, and i need to leave on sunday.",restaurant,NONE,{},[]
PMUL0073.json,"hi, i am looking for bar in town that serves food.",restaurant,find_restaurant,{},[]
PMUL2672.json,"Hello, I am planning my trip to Cambridge and need some help finding places to go in town when I get there.",restaurant,NONE,{},[]
SNG02002.json,I am going to Cambridge Road Church of Christ.,restaurant,NONE,{},[]
PMUL3331.json,Can you help me find a place to stay? I want somewhere in the east.,restaurant,NONE,{},[]
MUL1116.json,I am looking for a place to stay. It should be in a moderate price range and should be a star of 3.,restaurant,NONE,{},[]
MUL0417.json,"Hello, I'm looking for places to go in the city centre.",attraction,find_attraction,{'attraction-area': ['centre']},[]
MUL0288.json,"Yes, sometime after 09:15.",restaurant,NONE,{},[]
SNG1288.json,I am looking for a Spanish restaurant in the west side of town,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-food': ['spanish']}",[]
SNG01304.json,I am looking for a specific hotel,restaurant,NONE,{},[]
PMUL2966.json,I would like to go to a college in the north.,attraction,find_attraction,"{'attraction-area': ['north'], 'attraction-type': ['college']}",[]
SSNG0055.json,I am looking for a restaurant that serves chinese food in the moderate price range.,restaurant,find_restaurant,"{'restaurant-food': ['chinese'], 'restaurant-pricerange': ['moderate']}",[]
SNG0424.json,I would like to depart from cambridge on friday,restaurant,NONE,{},[]
PMUL2231.json,Help me find something fun to do in the centre.,attraction,find_attraction,{'attraction-area': ['centre']},[]
SNG01765.json,I need to find a hospital please with a infusion service department.,hospital,find_hospital,"{'hospital-department': ['infusion service', 'infusion services']}",[]
SNG01808.json,I need to find the nearest police station.,restaurant,NONE,{},[]
MUL1521.json,I am looking for a Chinese restaurant in the cheap price range.,restaurant,find_restaurant,"{'restaurant-food': ['chinese'], 'restaurant-pricerange': ['cheap']}",[]
MUL0740.json,Hi I would like to find a place to stay that has a guesthouse and free parking.,restaurant,NONE,{},[]
WOZ20289.json,Is there anywhere that serves British fish and chips around here?,restaurant,find_restaurant,{'restaurant-food': ['british']},[]
SNG0549.json,I'm looking to have some European food tonight for dinner. Something very traditional in the centre of town should be good. Can I get a list of options?,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['european']}",[]
PMUL3370.json,i am looking for a place to stay. The hotel doesn't need to include internet and should include free parking.,restaurant,NONE,{},[]
PMUL1596.json,Great. I'm not ready to book today though. I am also looking for a place to stay.,restaurant,NONE,{},[]
SNG1380.json,I am trying to find the Parkside Pools.,attraction,find_attraction,{'attraction-name': ['parkside pools']},[]
SNG01926.json,I am looking for the Addenbrookes Hospital,restaurant,NONE,{},[]
PMUL4448.json,I am traveling to Cambridge and looking forward to try local restaurants.,restaurant,find_restaurant,{},[]
PMUL4694.json,"Hi I'm excited to try an international restaurant in the centre, are they are I can go to?",restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['international']}",[]
PMUL0290.json,Hi! I need a place to stay in the centre of town.,restaurant,NONE,{},[]
MUL2350.json,I'm looking for info about riveboat georgina,attraction,find_attraction,"{'attraction-area': ['north'], 'attraction-name': ['riverboat georgina', 'georgina'], 'attraction-type': ['boat']}",[]
WOZ20001.json,I am looking for a restaurant that is moderately priced and serves Cantonese food.,restaurant,find_restaurant,"{'restaurant-food': ['cantonese'], 'restaurant-pricerange': ['moderate']}",[]
MUL2308.json,"Hi, can you fill me in on some details about a place called jesus green outdoor pool, please?",attraction,find_attraction,{'attraction-name': ['jesus green outdoor pool']},[]
MUL0007.json,Never mind. I'm looking for a guesthouse to stay at. It must be in the north and 4 stars.,restaurant,NONE,{},[]
MUL2003.json,"Hi, can you help me find a cheap hotel with free wifi? Thank you",restaurant,NONE,{},[]
PMUL3469.json,it should arrive by 11:15. get me the price,restaurant,NONE,{},[]
PMUL1611.json,I will be traveling on sunday.,restaurant,NONE,{},[]
PMUL3838.json,I am coming to cambridge and would like some type of entertainment while visiting.,attraction,find_attraction,{'attraction-type': ['entertainment']},[]
PMUL4275.json,i'm trying to get to peterborough,restaurant,NONE,{},[]
SNG1235.json,I don't care when I leave as long as I get there by 15:30.,restaurant,NONE,{},[]
PMUL3413.json,I am looking for information in Cambridge,restaurant,NONE,{},[]
MUL2021.json,Yes I will traveling to Cambridge and want to arrive by 14:30.,restaurant,NONE,{},[]
SNG0643.json,"Hi, I would like a restaurant inthe centre of town which serves creative food please.",restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-food': ['creative']}",[]
PMUL4917.json,i need a place to stay,restaurant,NONE,{},[]
PMUL4320.json,I need a place to stay in the centre that includes free wifi.,restaurant,NONE,{},[]
MUL1989.json,I'm looking for information on Broughton house gallery.,attraction,find_attraction,{'attraction-name': ['broughton house gallery']},[]
PMUL4920.json,I am going to broxbourne on and need to arrive by 14:45.,restaurant,NONE,{},[]
MUL0025.json,While in Cambridge I need to find a restaurant called the rice boat.,restaurant,find_restaurant,{'restaurant-name': ['rice boat']},[]
SNG0373.json,"I would like to go to Ely, from Cambridge.",restaurant,NONE,{},[]
SNG0524.json,I'm looking for a moderately priced resturant in the centre of town.,restaurant,find_restaurant,"{'restaurant-area': ['centre'], 'restaurant-pricerange': ['moderate']}",[]
WOZ20252.json,Hi. Can you please help me find a restaurant that serves food from singapore ? I'd like it to be on the East side of town if possible.,restaurant,find_restaurant,"{'restaurant-area': ['east'], 'restaurant-food': ['singapore', 'singaporean']}",[]
PMUL1607.json,I need to leave after 15:00.,restaurant,NONE,{},[]
PMUL0061.json,I am looking for a good hotel in north Cambridge.,restaurant,NONE,{},[]
PMUL3276.json,I am planning a trip in Cambridge,restaurant,NONE,{},[]
PMUL3234.json,I would like to travel on Saturday and go to Leicester.,restaurant,NONE,{},[]
MUL1954.json,Hi! I'm looking to visit a museum. Are there any in the west part of town?,attraction,find_attraction,"{'attraction-area': ['west'], 'attraction-type': ['museum']}",[]
MUL1063.json,I'm looking for a decently priced guesthouse I can stay at for the day.,restaurant,NONE,{},[]
WOZ20453.json,I am looking for a cheap restaurant with Chinese food.,restaurant,find_restaurant,"{'restaurant-food': ['chinese'], 'restaurant-pricerange': ['cheap']}",['restaurant-food']
PMUL1220.json,"Hello, I am looking for a place called the broughton house gallery. Can you help me?",attraction,find_attraction,{'attraction-name': ['broughton house gallery']},[]
SNG01810.json,I am in need of a local hospital please. And it must have a oral and maxillofacial surgery and ent department!,hospital,find_hospital,{'hospital-department': ['oral and maxillofacial surgery and ent']},[]
PMUL0291.json,I would like to find a certain restaurant called the Maharajah Tandoori Restaurant. Can you find it for me?,restaurant,find_restaurant,{'restaurant-name': ['maharajah tandoori restaurant']},[]
SNG0118.json,I need to find the nearest police station.,restaurant,NONE,{},[]
WOZ20350.json,I am looking for a restaurant that serves Malaysian food and is in the cheap price range.,restaurant,find_restaurant,"{'restaurant-food': ['malaysian'], 'restaurant-pricerange': ['cheap']}",[]
SSNG0281.json,I want to find a place to stay in the cheap price range with free parking.,restaurant,NONE,{},[]
MUL2157.json,"I want to leave on Saturday and should arrive by 18:00, I have a doctors appointment to see to.",restaurant,NONE,{},[]
MUL1339.json,"Hi, I'm looking for a place to stay in the centre.",restaurant,NONE,{},[]
PMUL1882.json,i need a hotel with wifi in the north part of town,restaurant,NONE,{},[]
MUL2397.json,"Hi, I am looking for a restaurant. I would prefer an expensive restaurant in the west of the city.",restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-pricerange': ['expensive']}",[]
PMUL2903.json,I'm visiting the area and want to stay at rosa's bed and breakfast.,restaurant,NONE,{},[]
PMUL0335.json,Does Cambridge have any expensive Austalasian restaurants?,restaurant,find_restaurant,"{'restaurant-food': ['austalasian', 'australian'], 'restaurant-pricerange': ['expensive']}",[]
SSNG0263.json,"I'm looking for a hotel that includes free wifi, but it doesn't need to have free parking.",restaurant,NONE,{},[]
SSNG0350.json,I am looking for the Warkworth House hotel.,restaurant,NONE,{},[]
MUL0701.json,I am looking for a hotel called Hobsons House.,restaurant,NONE,{},[]
MUL1996.json,"I'm heading to Broxbourne, and I'd like to leave after 13:45.",restaurant,NONE,{},[]
PMUL3486.json,I would like to leave on Sunday.,restaurant,NONE,{},[]
PMUL2722.json,I'm looking for a hotel with free wifi.,restaurant,NONE,{},[]
MUL0231.json,I want to leave to arrive by 11:30 on Tuesday and Cambridge is my destination.,restaurant,find_restaurant,{},[]
MUL0879.json,I need to find an Italian restaurant please.,restaurant,find_restaurant,{'restaurant-food': ['italian']},[]
SNG0704.json,I'm looking for an Australian place to dine in. I need it to be cheap.,restaurant,find_restaurant,"{'restaurant-food': ['australian'], 'restaurant-pricerange': ['cheap']}",[]
PMUL4912.json,"Yes, can you please book me for 3 people and get me a reference number?",restaurant,NONE,{},[]
PMUL1472.json,"I need to go from Broxbourne to Cambridge on Friday. I would like to leave after 19:15, please.",restaurant,NONE,{},[]
PMUL1270.json,What is the cost per ticket?,restaurant,NONE,{},[]
PMUL2833.json,Hello! I'm lookng for someplace to go in the centre.,attraction,find_attraction,{'attraction-area': ['centre']},[]
SNG0833.json,I'm looking for a guesthouse with free parking.,restaurant,NONE,{},[]
MUL2539.json,I need place to stay in Cambridge. Want it cheap with 4 stars.,restaurant,NONE,{},[]
MUL1830.json,"Hi, I'm looking for a place to go in the centre part of town. Are there any interesting attractions?",attraction,find_attraction,{'attraction-area': ['centre']},[]
MUL2678.json,I want to visit some colleges.,attraction,find_attraction,{'attraction-type': ['college']},[]
SNG0183.json,"I'd like to locate Addenbrookes Hospital, please.",restaurant,NONE,{},[]
SNG0177.json,I've been injured and I need a hospital that is close to this location.,restaurant,NONE,{},[]
SSNG0046.json,"I need your help in finding a particular restaurant. I don't know much about the restaurant, unfortunately I don't even know the food served. I do know the name: cafe uno.",restaurant,find_restaurant,{'restaurant-name': ['cafe uno']},[]
SNG0022.json,I can leave any time after 01:30. Can you send me the car type I can expect and the contact number?,restaurant,NONE,{},[]
PMUL3142.json,I am hoping you might be able to help me find a place to stay last minute. I am on a bit of a budget so I need something moderate.,restaurant,NONE,{},[]
SNG02193.json,I need the location of a local hospital.,restaurant,NONE,{},[]
PMUL0197.json,I'm needing a place to eat on the eastside.,restaurant,find_restaurant,{'restaurant-area': ['east']},[]
PMUL3237.json,i am looking for a place to dine. The restaurant should be in the west and should serve thai food.,restaurant,find_restaurant,"{'restaurant-area': ['west'], 'restaurant-food': ['thai']}",[]
PMUL2126.json,"Hi, I am looking for information on place to go.",restaurant,NONE,{},[]
MUL1172.json,I am looking for a multiple sports location in the centre of town,attraction,find_attraction,"{'attraction-area': ['centre'], 'attraction-type': ['multiple sports']}",[]
PMUL4872.json,Can you tell me about the attractions in the center of town?,attraction,find_attraction,{'attraction-area': ['centre']},[]
PMUL0989.json,I'm leaving from Cambridge on Monday.,restaurant,NONE,{},[]
SNG0108.json,Hello! I'm looking for the Parkside Police Station. Do you know where that is? Any additional information would be helpful. Thank you!,restaurant,NONE,{},[]
PMUL4997.json,"Hello, can you recommend a moderately-priced hotel in the Centre of town, please?",restaurant,find_restaurant,{},[]
PMUL4286.json,i need to find a place to go in the west,attraction,find_attraction,{'attraction-area': ['west']},[]
MUL0629.json,I'm leaving from Stevenage and I'll need to leave sometime after 21:15 if possible.,restaurant,NONE,{},[]
PMUL2158.json,I am looking for a attraction called whipple museum of the history of science.,attraction,find_attraction,{'attraction-name': ['whipple museum of the history of science']},[]
SNG01825.json,I'd prefer to leave after 02:30,restaurant,NONE,{},[]
WOZ20129.json,Is there an expensive restaurant any where in the south part of town?,restaurant,find_restaurant,"{'restaurant-area': ['south'], 'restaurant-pricerange': ['expensive']}",[]
SNG0130.json,Can you help me find the nearest police station? I was just robbed!,restaurant,NONE,{},[]
